,time,E1,S1,E2,S2,E3,S3,E4,S4,E5,S5,E6,S6,RE,R,E3Solid,S3Solid,E3Coh,S3Coh,E5solid,S5solid,E5coh,S5coh,E6solid,S6solid,E6coh,S6coh,TotalVolumecoh,TotalVolume,TotalVolumetraction
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.960003852844,129.960003852844
1,0.000510074954945594,5.37753176387628e-13,-0.0379111135722913,-1.8859082874185694e-10,-0.03704286422594831,-9.711673477519603e-06,-0.08226066140147714,2.5109677058345823e-12,0.00033205909668949766,2.080488582553623e-08,0.0006334250070938513,-1.748661663930759e-05,-0.06532191978370812,2.00024697500812e-05,0.117659285359355,-5.717777735896294e-06,-0.08186132596570996,-3.993895741623309e-06,-0.0003993354357671869,4.171954628619981e-08,0.0006376079392270172,-2.0914660460663583e-08,-4.182932133165937e-06,-1.5401131000841326e-05,-0.06490481485305105,-2.085485638466264e-06,-0.0004171049306570668,0.90918132988736,129.959252476692,130.86843380658
2,0.00100707961246371,6.983248259784779e-11,-0.20558270074037682,-6.723510216785796e-09,-0.2003642998919352,-6.125437850450932e-05,-0.44667742077837946,5.0487506704222276e-11,9.286696723147168e-05,1.679867066528852e-08,0.0007307753637025203,-0.00010966737980185821,-0.4023520936411582,0.000125614622580283,0.666197093706095,-3.098604950472492e-05,-0.44365293527351535,-3.0268328999784395e-05,-0.003024485504864116,3.36097687494732e-08,0.0007341375820686405,-1.681109808418468e-08,-3.3622183661202428e-06,-9.57752020542907e-05,-0.3995732844535017,-1.3892177747567514e-05,-0.0027788091876564947,0.905726127559319,129.955943435431,130.86166956299
3,0.00150408432818949,3.296243993023387e-10,-0.40393657641728786,-2.5585522211285088e-08,-0.39394697700972103,-0.00012203090296404938,-0.8787523043853608,2.08607689734736e-11,-0.0001732372948188573,-5.320457805032657e-08,-0.00042615783670501645,-0.00021886108885211793,-0.8012928025556324,0.000250582762729624,1.31629592340572,-6.094488063869043e-05,-0.8726527580011691,-6.108602232535895e-05,-0.006099546384191634,-1.0507476193843176e-07,-0.0004365318743149079,5.187018388810519e-08,1.0374037609891444e-05,-0.0001912306505631027,-0.7957652110276937,-2.763043828901522e-05,-0.005527591527938691,0.901639456860721,129.952021151781,130.853660608642
4,0.00201547727920115,6.785513900387417e-10,-0.6167542536578101,-5.537478795021784e-08,-0.6022958578074793,-0.00018430872450762338,-1.343189940705655,1.1229888161182025e-10,0.0002203771256758366,5.978841263280898e-08,-0.0009365503985947317,-0.00033109581163690195,-1.21385305600072,0.000378938186324129,2.0051796662157,-9.316641327276212e-05,-1.334095043073798,-9.114231123486126e-05,-0.009094897631857002,1.1803688413231933e-07,-0.0009249007158042043,-5.824847149951036e-08,-1.1649682790527429e-05,-0.0002894436019143314,-1.2055192242779065,-4.165220972257057e-05,-0.008333831722813434,0.897617995971814,129.947801619768,130.84541961574
5,0.00250990339554846,1.1014442024901143e-09,-0.8103423557981099,-9.010038803678502e-08,-0.7916798856554984,-0.0002441977593659955,-1.7662345023304342,2.708270360620909e-10,-0.00023469330961178492,7.742995054348013e-09,0.0005057674538046921,-0.000439552781269157,-1.6128110978128296,0.000502831185767296,2.64653661230754,-0.0001224918569925558,-1.7540953041976663,-0.00012170590237343973,-0.01213919813276787,1.5125062740701055e-08,0.0005072438456779353,-7.3820676863530415e-09,-1.476391873243203e-06,-0.0003845504398313354,-1.60180462418723,-5.5002341437821606e-05,-0.0110064736255997,0.893491253722459,129.94396084547,130.837452099193
6,0.00301605719141662,1.7258572818743585e-09,-1.022414934138315,-1.284641056015972e-07,-0.9997374616077744,-0.000305312138632523,-2.2299627454412074,9.885912948815455e-11,0.00030789674797771703,-8.317809913308228e-08,-0.0005080514464769103,-0.0005504221413989058,-2.018887434048947,0.00062942835903948,3.33068280687671,-0.00015466917026675953,-2.2149429633128945,-0.00015064296836576348,-0.015019782128312897,-1.6364814592445155e-07,-0.0005241454638052866,8.047004679136928e-08,1.609401732837628e-05,-0.0004818012270421066,-2.005153940456622,-6.862091435679918e-05,-0.013733493592325008,0.889548724517226,129.939746677876,130.829295402393
7,0.00350592541508377,2.160453634226912e-09,-1.213079273370843,-1.656055230069334e-07,-1.1864000908722925,-0.0003640995731676713,-2.6469459977567444,2.193882030498131e-10,-0.00027734629652380837,1.9192981004778856e-08,-0.0007609242034864454,-0.0006575582113339695,-2.414197973034552,0.000751632442269415,3.96406131676528,-0.00018357525751388937,-2.6289506498455792,-0.00018052431565378194,-0.017995347911165194,3.726786259718381e-08,-0.0007573092573181907,-1.8074881592404957e-08,-3.6149461682547304e-06,-0.0005758734059340792,-2.397847674404586,-8.168480539989028e-05,-0.016350298629966176,0.885440143756568,129.935961067677,130.821401211433
8,0.00401078956201673,2.7112880833099787e-09,-1.4246444105738474,-2.0234381062376602e-07,-1.3936008882913427,-0.00042454024968370584,-3.1090974053384377,3.0435335929923716e-10,0.000315652093937733,3.304645966991169e-09,0.0005863753742002949,-0.0007679830617477408,-2.8209762767993363,0.000877514927334185,4.64716358718357,-0.00021564692612233095,-3.08827760742552,-0.00020889332356137488,-0.02081979791291788,6.365024035954787e-09,0.0005869874042427523,-3.060378068963618e-09,-6.120300424574407e-07,-0.0006730210853407732,-2.8019658447160283,-9.496197640696761e-05,-0.019010432083307993,0.881503637647256,129.93176150322,130.813265140867
9,0.00451596081256866,3.3940596444344137e-09,-1.6225504051493185,-2.3791960276449982e-07,-1.58753042987326,-0.0004846178303714577,-3.542001667140887,2.332990631038343e-10,-0.00021190823844269323,4.10037403256336e-09,0.0007151413442834982,-0.0008782811278123453,-3.2270998871892047,0.00100311127878187,5.30215736575985,-0.0002456641317348243,-3.5181875255134685,-0.00023895369863663338,-0.02381414162741846,8.523138861089724e-09,0.0007160258690364111,-4.4227648285263644e-09,-8.845247529129302e-07,-0.0007701455784710115,-3.205449158139498,-0.0001081355493413338,-0.021650729049706552,0.877292828867212,129.927831470966,130.805124299834
10,0.00500216381624341,3.7598752377805945e-09,-1.8247013970265273,-2.7096250602153806e-07,-1.7853873673824412,-0.000542304407824068,-3.9833685806807524,2.335012667604275e-10,0.00023202152991575782,7.168225162767712e-08,-0.0003829054899363192,-0.000984261171854185,-3.6193568022681273,0.00112377230956204,5.95685423290256,-0.0002762943107035066,-3.9568598019547974,-0.0002660100971205614,-0.02650877872595503,1.379700176462293e-07,-0.00036964797024222165,-6.628776601855218e-08,-1.3257519694097569e-05,-0.0008634499676817278,-3.595165064237955,-0.00012081120417245712,-0.02419173803017216,0.873467312194407,129.923821747303,130.797289059497
